id,school,degree,time_start,time_end
744a86cc-6b5f-4ab0-a28f-50f4d2b49a51,California State University San Marcos,"Bachelor's degree in Communications, Communications",2013,2015
744a86cc-6b5f-4ab0-a28f-50f4d2b49a51,Mira Costa College,General Education,2010,2013
744a86cc-6b5f-4ab0-a28f-50f4d2b49a51,Mira Costa College,General Education,2010,2013
7479ac9c-d903-498e-8c12-d0f18b550304,Auburn University,"Business, Marketing",2001,2005
7490c201-3349-4c25-8811-17b24d3e25e5,Parker College of Chiropractic,"Doctor of Chiropractic, Chiropractic",2000,2004
7497a181-96b3-499b-8df9-e0d52d60a9f8,Beaulieu Convent Schoool,,1988 – 2002,
7497a181-96b3-499b-8df9-e0d52d60a9f8,Kingston University,"Bachelor of Arts (B.A.), Accounting and Finance",2002,2005
749a6edc-f728-4714-a107-6d1a0750734b,Hautlieu,,,
749a6edc-f728-4714-a107-6d1a0750734b,University of East Anglia,"Environmental Sciences, Environmental Science",1998,2001
749ca363-279d-4a7f-b843-09a9f714a38f,Fundação Getulio Vargas,"MBA em Gestão Financeira, Controladoria e Auditoria , Contabilidade e Finanças",2015,2018
749ca363-279d-4a7f-b843-09a9f714a38f,Pontifícia Universidade Católica do Rio de Janeiro,"Curso de Extensão, Valuation",2019,2019
749ca363-279d-4a7f-b843-09a9f714a38f,Universidade Federal Fluminense,"Bacharelado em Ciências Contábeis, Contabilidade",2011,2014
74ac1ad0-26cb-49a7-9f72-cd57b6a75d98,Candido Mendes University,"Master of Business Administration - MBA, Consultoria e Planejamento Empresarial",2019,2020
74ac1ad0-26cb-49a7-9f72-cd57b6a75d98,Candido Mendes University,"Postgraduation, Prodecural Law",2018,2019
74ac1ad0-26cb-49a7-9f72-cd57b6a75d98,Descomplica,"Postgraduation, Strategic Management",2020,2021
74ac1ad0-26cb-49a7-9f72-cd57b6a75d98,Federal University of Rio de Janeiro,"Bachelor Degree, Law",2011,2015
74ac1ad0-26cb-49a7-9f72-cd57b6a75d98,Udemy Alumni,"Business Intelligence Analyst , Business",2020,2020
74ac1ad0-26cb-49a7-9f72-cd57b6a75d98,Udemy Alumni,"Power BI Analyst, Business",2019,2020
74ac29fe-a323-4758-98c8-1c8d8bbc665d,Loyola University Chicago,"Bachelor's degree, Nursing/Psychology",,
74acc75e-df68-481d-8ff9-f3106668f67d,Georgia State University - J. Mack Robinson College of Business,"Bachelor of Business Administration - BBA, Marketing",2003,2006
74beeee4-60b3-48c1-b215-de201df30248,Jackson State Community College,,,
74bff379-2d9d-4430-9b18-0fa8c0e51877,Brigham Young University,"BS, Psychology",1994,2001
74bff379-2d9d-4430-9b18-0fa8c0e51877,Brigham Young University,"BS, Psychology",1994,2001
74bff379-2d9d-4430-9b18-0fa8c0e51877,Clemson University,"Masters, Science, Industrial and Organizational Psychology",2002,2005
74bff379-2d9d-4430-9b18-0fa8c0e51877,Clemson University,"Masters, Science, Industrial and Organizational Psychology",2002,2005
74bff379-2d9d-4430-9b18-0fa8c0e51877,Clemson University,"PhD, Industrial and Organizational Psychology",2005,2009
74bff379-2d9d-4430-9b18-0fa8c0e51877,Clemson University,"PhD, Industrial and Organizational Psychology",2005,2009
74c97df1-405d-4216-9b9a-b635e1bc87e6,Northwest Mississippi Community College,General Studies,,
74d37bc9-c2db-4441-aae8-39aa9c6ee414,Inter American University of Puerto Rico,"Master's Degree, Finance, General",,
74d37bc9-c2db-4441-aae8-39aa9c6ee414,University of Puerto Rico-Mayaguez,"Bachelor of Science (BS), Mechanical Engineering",,
74d81f99-51b0-4379-9faf-e7d6cdc35a56,University of Minnesota - Carlson School of Management,"Master of Business Administration - MBA, Marketing, Medical Industry Leadership Institute",2018,2020
74d81f99-51b0-4379-9faf-e7d6cdc35a56,University of Minnesota - Carlson School of Management,"Master of Business Administration - MBA, Marketing, Medical Industry Leadership Institute",2018,2020
74d81f99-51b0-4379-9faf-e7d6cdc35a56,University of Wisconsin-Madison,"Bachelor of Science (BS), Biology, Zoology",2003,2007
74d81f99-51b0-4379-9faf-e7d6cdc35a56,University of Wisconsin-Madison,"Bachelor of Science (BS), Biology, Zoology",2003,2007
74dc64cd-4257-42a0-adad-2c8695b5edec,Great Valley High School,"High School, General",1991,1994
74dc64cd-4257-42a0-adad-2c8695b5edec,Randolph-Macon College,"Bachelor's Degree, Psychology",1994,1998
74e177bb-ecb6-4cb7-8437-56b617d5a699,Del Norte High School,,1999 – 2003,
74e177bb-ecb6-4cb7-8437-56b617d5a699,The University of New Mexico,"BS, Biology",2003,2009
74ee8576-6d76-4e41-92fd-28e7f118cb26,DePaul University,"Bachelor of Applied Science (B.A.Sc.), Accounting",2001,2004
74f74123-d6c8-4d97-9a21-31f3aa99e014,Medical Sales College,Orthopedics/Trauma/Biologics & Spine,2019,2020
74f74123-d6c8-4d97-9a21-31f3aa99e014,University of Central Florida,"Bachelor of Science (B.S.), Molecular Biology and Microbiology",2008,2013
74f94554-1a92-4f04-a961-7b00e43aa3de,Fred Pryor Seminars,"Contact Hours, The Essentials of HR Law",2016,
74f94554-1a92-4f04-a961-7b00e43aa3de,Miami Valley Career Technology Center,Career passport,2004,
74f94554-1a92-4f04-a961-7b00e43aa3de,Sinclair Community College,"Associate of Arts (AA), English",2004,2008
74f94554-1a92-4f04-a961-7b00e43aa3de,Summit Training Source,OSHA 30 Hour-Construction,2016,
74f94554-1a92-4f04-a961-7b00e43aa3de,Wright State University,"Bachelors, Communication Studies",2008,2014
74fcbe07-5508-491b-9dee-9d62ec9f799b,Grammar School,,1998 – 2005,
74fcbe07-5508-491b-9dee-9d62ec9f799b,London School of Business and Finance LSBF,"ACCA, Accounting",2006,2008
75229ba1-4b57-4d27-af67-d7b3b4a85c15,Department of Defense Joint Explosive Ordnance Disposal School,Explosive Ordnance Disposal Technician (Senior Badge),2010,2011
75229ba1-4b57-4d27-af67-d7b3b4a85c15,Department of the Army Combined Logistics Career Course,Principles of Army sustainment,2013,2014
75229ba1-4b57-4d27-af67-d7b3b4a85c15,University of San Diego School of Business,"Master's degree, Executive Leadership",2019,2021
75229ba1-4b57-4d27-af67-d7b3b4a85c15,Western Michigan University,"Bachelor's degree, Kinesiology and Exercise Science",2006,2009
75245ff9-711a-402d-b677-141c6a519218,University of Nebraska-Lincoln,"Bachelor of Science - BS, Kinesiology and Exercise Science",2002,2006
7538ef0f-75cd-40a7-b967-de3537db5b8f,Oak Forest High School,High School,2007,2011
7538ef0f-75cd-40a7-b967-de3537db5b8f,University of Illinois at Urbana-Champaign,"Bachelor’s Degree, Molecular and Cellular Biology",2011,2015
7539006e-c1dc-4fd0-a0fe-66212262bd72,"Georgetown University, Executive Master's in Health Systems Administration (EMHSA) Program","MHSA, Health Care",,
7539006e-c1dc-4fd0-a0fe-66212262bd72,Santa Clara University,"Combined Science, Biology, General",,
754736fa-ef41-4d37-b7e5-db6be92b1238,San Diego State University-California State University,"Bachelor of Science (B.S.), Marketing",2008,2010
754736fa-ef41-4d37-b7e5-db6be92b1238,San Diego State University-California State University,"Bachelor of Science (B.S.), Marketing",2008,2010
754c53ca-3d5d-468d-b653-cd00049ee418,Centerville High School,"College Prep, College Prep",1992,1996
754c53ca-3d5d-468d-b653-cd00049ee418,Stanford University,"M.S., Management Science & Engineering",2005,2008
754c53ca-3d5d-468d-b653-cd00049ee418,The Ohio State University,"B.S., Chemical Engineering",1996,2001
754d436c-d451-4c29-a0d9-04cf6861bbdd,Far Eastern University,"Bachelor of Science (BS), Accounting",,
7552268b-4ec9-4a0b-9024-2b5de6169f09,The University of Alabama,"B.S., Nutrition",1991,1996
7552268b-4ec9-4a0b-9024-2b5de6169f09,The University of Alabama,"B.S., Nutrition",1991,1996
75527933-1f65-4f14-909b-77509c4e0718,Texas Tech University,"Bachelor's Degree, Microbiology, General",2010,2014
75527933-1f65-4f14-909b-77509c4e0718,Texas Tech University Health Sciences Center El Paso,"Master of Science - MS, Biomedical Sciences, General",2016,2018
75541eee-3c89-4666-b732-5ffcd5ab4600,Schaumburg High School,,1992 – 1996,
75541eee-3c89-4666-b732-5ffcd5ab4600,University of Illinois Urbana-Champaign,"BA, Communications/Advertising",1996,2000
75543f47-7042-4b50-ac25-1e37bec43266,Victory collage Alexandria,,,
75543f47-7042-4b50-ac25-1e37bec43266,"Victory collage school, Alexandria Egypt",,1984 – 1997,
75595fa2-5564-4700-a786-b47a6310e8e4,Auburn University,"Bachelor's Degree, Marketing",1993,1997
75595fa2-5564-4700-a786-b47a6310e8e4,Auburn University,Master of Business Administration (M.B.A.),2012,2014
756ea08d-c142-451b-bc0f-44d8fadbfde2,FEI Företagsekonomiska Institutet,,1987 – 1988,
75714c1f-533f-46f5-9cf1-7315c2591cdb,Malmo Borgarskola,"Highschool, International Natural Sciences",1996,1999
75714c1f-533f-46f5-9cf1-7315c2591cdb,UCL,"MSci, Computer Science",2000,2004
757e26cd-3b6b-484a-89a5-761b8f05ad51,University of Central Oklahoma,"Bachelor of Science (BS), Biology, General",2000,2005
757e8ec6-14b8-4417-8aca-4ff7fa06d707,St Mary's Dominican,,,
757e8ec6-14b8-4417-8aca-4ff7fa06d707,University of New Orleans,"Marketing/Marketing Management, General",,
75832c00-b877-4b95-9680-0611aec8ab97,Coleman College,"Associate of Science, Computer Networks",2004,2006
75832c00-b877-4b95-9680-0611aec8ab97,Coleman University,"Bachelors of Science, Computer Networks",2004,2007
75832c00-b877-4b95-9680-0611aec8ab97,Coleman University,"Bachelors of Science, Network Security",2004,2007
75832c00-b877-4b95-9680-0611aec8ab97,Miramar College,"Associate of Arts, Liberal Arts",1993,2003
75875b8b-c8b6-4823-a1ab-27eefbf58f3b,Whittier College,"Bachelor's Degree, Kinesiology and Exercise Science",2010,2014
75875b8b-c8b6-4823-a1ab-27eefbf58f3b,Whittier College,"Bachelor's Degree, Kinesiology and Exercise Science",2010,2014
758963b9-c93b-499d-b789-9be479ab1a6f,UC San Diego,"B.S., Management Science",1997,2002
758cd32a-94ea-4606-802c-6fec709107ef,Faculdades Integradas Rio Branco,"Bacharelado em Administração, Administração de Empresas",2008,2013
758cd32a-94ea-4606-802c-6fec709107ef,Faculdades Metropolitanas Unidas,"Master of Business Administration - MBA, Gestão da Cadeia de Suprimentos e Logística",2019,2020
758e78ab-0d21-4945-a648-439b761b53d5,DePaul University,"Bachelor, Accounting",2012,
75a3910a-8fca-4b7a-be46-33aa577a2cfb,San Diego State University-California State University,"MBA, Business Management",1990,1993
75a3910a-8fca-4b7a-be46-33aa577a2cfb,University of Oregon - Charles H. Lundquist College of Business,"BA, Finance and Accounting",1980,1985
75a84d54-b8cb-4015-8a52-eaf8378e7666,University of Wisconsin-Madison,"Bachelor's of Science, Biomedical Engineering",2010,2014
75a84d54-b8cb-4015-8a52-eaf8378e7666,University of Wisconsin-Madison,"Certificate in International Engineering, Bioengineering and Biomedical Engineering",2010,2014
75a84d54-b8cb-4015-8a52-eaf8378e7666,University of Wisconsin-Madison,"Master's degree, Bioengineering and Biomedical Engineering",2015,2016
75b77f6f-8493-478b-a2b5-f55a5173ec8b,Louisiana State University,"Bachelor of Science, Finance",2000,2005
75b77f6f-8493-478b-a2b5-f55a5173ec8b,Tilburg University,"LSU Semester Abroad, Finance, Law",2003,2003
75ba5620-9196-438f-ba01-6cb1b27d2df7,Syracuse University,"BA, Economics",1988,1992
75c0986e-b110-47b8-911f-bd6bf53b279e,Andhra University,"Bachelor's degree in Commerce, Accounting and Finance",1978,1981
75c0986e-b110-47b8-911f-bd6bf53b279e,Institute of Cost and Work Accountants of India,"AICWA, Cost & works Accountancy, Information technology",1989,2000
75c31e67-371a-4d0c-b935-060312c2ded6,Lambuth University,"Bachelor of Science (BS), Psychology",2003,2007
75c31e67-371a-4d0c-b935-060312c2ded6,Strayer University,"Master of Business Administration (MBA), Management",2013,2015
75c31e67-371a-4d0c-b935-060312c2ded6,Strayer University,"Master of Science - MS, Project Management",2016,2018
75c620fb-6ba4-4542-94fb-a566c34920f9,The Ohio State University,"Bachelor of Science - BS, Neuroscience",2012,2016
75c620fb-6ba4-4542-94fb-a566c34920f9,The Ohio State University College of Medicine,"Doctor of Physical Therapy - DPT, Physical Therapy/Therapist",2019,2022
75c88bbc-6998-429e-a6bd-51753fde1f37,SIOI - Diplomatic Institute of Foreign Ministry of Italy,Master’s Degree in Diplomacy and International Relation,2009,2010
75c88bbc-6998-429e-a6bd-51753fde1f37,University of Palermo,"Law Degree, University of Palermo - Faculty of Law",2006,2009
75d4e3a8-fbfe-4f23-b865-c399dfd605f3,James Madison University,"Bachelor's Degree, Health Services/Allied Health/Health Sciences, General",2014,2018
75d50d5e-f0d4-4edb-acee-98bf758962d4,California Polytechnic State University-San Luis Obispo,"Bachelor of Science (B.S.), Computer Science",2012,2016
75d50d5e-f0d4-4edb-acee-98bf758962d4,California Polytechnic State University-San Luis Obispo,"Bachelor of Science (B.S.), Computer Science",2012,2016
75df2795-1b67-468e-bb7d-869e1ee1cd53,University of Utah,"Bachelor of Science, Exercise and Sport Science",2005,2009
75e4d6cc-b019-4fa5-ab1a-7aa1e1b30846,Birmingham City University,"Bachelor of Science (BSc), Quantity surveying",2008,2011
75e4d6cc-b019-4fa5-ab1a-7aa1e1b30846,Birmingham City University,"Bachelor of Science (BSc), Quantity surveying",2008,2011
75e4d6cc-b019-4fa5-ab1a-7aa1e1b30846,Robert Gordon University,"Master of Laws - LLM, Construction Law and Arbitration",2013,2018
75e4d6cc-b019-4fa5-ab1a-7aa1e1b30846,Robert Gordon University,"Master of Laws - LLM, Construction Law and Arbitration",2013,2018
75f4dddf-6464-432e-986b-4923e86e33c5,Universidade Estácio de Sá,Psicologia,1997,2002
75f4dddf-6464-432e-986b-4923e86e33c5,Universidade Estácio de Sá,Psicologia,1997,2002
75f5bf12-8469-4e24-a51a-d3c5bfd972a8,University of Florida,"B.A.S, Advertising",2003,2007
76083c47-e123-49d5-affc-4fededb05112,Iowa State University,"Bachelor's degree, Mechanical Engineering",,
76196a4a-51d9-4861-9e94-6acf455fc650,Institut Supérieur d’Administration et de Management (ISAM-IAE Nancy),"Master's degree, Business Administration and Management, General",2000,2002
76199635-42fc-47af-a23d-6cbb5f6bdeeb,Stellenbosch University/Universiteit Stellenbosch,"Bachelor's degree, Accounting",2006,2009
76199635-42fc-47af-a23d-6cbb5f6bdeeb,"Strand High School, South Africa",,2001 – 2005,
7619b852-92d3-4e66-9283-67a54dc10f05,Sanford-Brown Institute-Landover,Medical Insurance Specialist/Medical Biller,2010,2011
762b125d-201b-4735-be99-b2aaf5783d12,Boğaziçi University,Civil Engineering,2000,2003
762b125d-201b-4735-be99-b2aaf5783d12,Boğaziçi University,"MSc, Civil Engineering",2004,2007
762b125d-201b-4735-be99-b2aaf5783d12,The Robert Gordon University,"DiplArb, Construction Law and Arbitration",2009,2012
7646447d-cbc2-41ee-bd3b-01584c629d2e,University of Melbourne,"Master of Laws (LL.M.), Construction Law",2012,2015
7646447d-cbc2-41ee-bd3b-01584c629d2e,University of Newcastle,"Bachelor of Business, Project Management",2000,2003
7646447d-cbc2-41ee-bd3b-01584c629d2e,University of Newcastle,Bachelor of Civil Engineering,1999,2002
7646447d-cbc2-41ee-bd3b-01584c629d2e,University of Stuttgart,International Construction: Practice and Law (MBE),2015,2015
764a2b7e-4f9b-47a9-8cec-fc6dbeb291c5,Benedictine University,"Master of Science (M.S.), Clinical Exercise Physiology",2009,2013
764a2b7e-4f9b-47a9-8cec-fc6dbeb291c5,Grand Valley State University,"Bachelor of Science (B.S.), Biomedical Sciences, General",2000,2005
764c1624-79bf-48b1-8251-13cb48157647,Emmanuel College,,1999 – 2002,
764c1624-79bf-48b1-8251-13cb48157647,Griffith University,,2003 – 2006,
7654721b-e6e8-4a47-b3f0-9a800477c13a,American University of Antigua College of Medicine,"Bachelor’s Degree, Health Sciences, Health Professions and Related Clinical Sciences (M.D. Program)",2011,2013
7654721b-e6e8-4a47-b3f0-9a800477c13a,Aureus University School of Medicine,Clinical Phase of the M.D. Program,2014,2016
7654721b-e6e8-4a47-b3f0-9a800477c13a,Simmons University,"Bachelor of Science (BS), Biology/Chemistry minor",2007,2010
7654721b-e6e8-4a47-b3f0-9a800477c13a,Urbana University,"Master of Business Administration (M.B.A.), Healthcare Management",2016,2019
7659d3d3-aae1-4b80-9fdb-5e038baaa9f3,Institute of Chartered Accountants in England and Wales,ACA,2014,2017
7659d3d3-aae1-4b80-9fdb-5e038baaa9f3,Legal Experience Training,"Advanced Professional Award in Expert Witness Evidence (APAEWE), accredited by Pearson Learning at a level 7 (Masters level) BTEC",2020,2020
7659d3d3-aae1-4b80-9fdb-5e038baaa9f3,The Sixth Form College Farnborough,"Economics, Mathematics and Physics (A-Level)",2008,2010
7659d3d3-aae1-4b80-9fdb-5e038baaa9f3,University of Leeds,"Bachelor of Science (Hons), Economics and Mathematics (Industrial)",2010,2014
765f3b9e-4233-4875-949d-e71ce32f020e,Boston Business College,"Software Specialist, Information Technology",2001,2001
765f3b9e-4233-4875-949d-e71ce32f020e,College Campus,"Short Programme Certificate, Human Resources Management",2008,2008
765f3b9e-4233-4875-949d-e71ce32f020e,University of South Africa/Universiteit van Suid-Afrika,"National Diploma, Human Resources",2011,2013
767c3f9c-385e-45af-bd9f-aa6d9223f539,Nanyang Technological University,"Bachelor's Degree, Materials Science Engineering",2008,2011
76827000-5b43-49b3-85ad-627cd3633c63,Jersey College for Girls,,2009 – 2016,
76827000-5b43-49b3-85ad-627cd3633c63,King's College London,"Bachelor of Arts - BA, Classics (Ancient Greek & Latin)",2016,2019
7682aa93-771e-4c91-a1f2-ff4f9a17a8e5,Ravensbourne,"Bachelor of Arts (BA), Graphic Design",2013,2016
7682aa93-771e-4c91-a1f2-ff4f9a17a8e5,Yoga Teacher Training School in Rishikesh,"200h TTC, Hatha, Ashtanga, Vinyasa, Pranajama, yoga philosophy",2019,2019
76835127-e4f4-4ffe-ad98-139e6f442aa8,Carl von Ossietzky University of Oldenburg,"Diplom Biologist, Marine Biology, Aquatic Sience",1989,1996
76835127-e4f4-4ffe-ad98-139e6f442aa8,Private Company,"Education in sales, Kaufmann",1981,1984
76889ff4-390e-4335-a3d9-87fd9d3077aa,Purdue University,"Bachelor of Engineering - BE, Civil",2011,
76889ff4-390e-4335-a3d9-87fd9d3077aa,Queensland University of Technology,"Bachelor of Engineering (BEng) (Hons), Civil Engineering",2012,
76889ff4-390e-4335-a3d9-87fd9d3077aa,Southbank Institute of Technology,"Associate Degree in Civil Engineering, Civil Design",,
7688aa09-6260-425d-9c07-338d4a9f44b5,Sacred Heart University,"Associates Degree, Business / Finance",1998,2000
7688aa09-6260-425d-9c07-338d4a9f44b5,St. Joseph's College,"Bachelor of Science, Business / Finance and a Marketing Certificate",2000,2002
768ebb72-9ca4-4aad-ada9-9868fb54dbc7,Hautlieu School,,2009 – 2010,
768ebb72-9ca4-4aad-ada9-9868fb54dbc7,Le Rocquier School,,2004 – 2009,
76927127-c012-41ba-aa5e-1de558a2a3a5,The University of Chicago Booth School of Business,Master of Business Administration - MBA,2020,2022
76927127-c012-41ba-aa5e-1de558a2a3a5,The University of Chicago Booth School of Business,Master of Business Administration - MBA,2020,2022
76927127-c012-41ba-aa5e-1de558a2a3a5,Wake Forest University,"Bachelor's degree, Economics and Politics & International Affairs",2012,2015
76927127-c012-41ba-aa5e-1de558a2a3a5,Wake Forest University,"Bachelor's degree, Economics and Politics & International Affairs",2012,2015
76927127-c012-41ba-aa5e-1de558a2a3a5,Wake Forest University,"Bachelor's degree, Economics and Politics and International Affairs",2012,2015
76927127-c012-41ba-aa5e-1de558a2a3a5,Wake Forest University,"Bachelor's degree, Economics and Politics and International Affairs",2012,2015
76aa7d81-f438-451f-94dc-0b06272a929e,Duke University,"Master of Science - MS, Marine Geology",1990,1993
76aa7d81-f438-451f-94dc-0b06272a929e,Tufts University,"Bachelor of Science - BS, Geological and Earth Sciences/Geosciences",1984,1989
76b7a604-dcfd-4c43-bd02-391f5eacbc81,Everest University,"Bachelors, Business Administration",2007,2008
76b7a604-dcfd-4c43-bd02-391f5eacbc81,Florida Metropolitan University,"Associates, Business Administration",2004,2006
76ba8ade-611a-4c8a-95d9-ace2116abc6e,Stony Brook University,"Bachelor of Science (B.S.), Biochemistry",,
76bd6e8f-6140-42b9-aa0b-77999a9aecc3,Laagna Gymnasium Music School of Tallinn,"Music Education, Music History, Literature, and Theory.",1993,2000
76bd6e8f-6140-42b9-aa0b-77999a9aecc3,Laagna Gymnasium of Tallinn,Primary and secondary education,1991,2002
76bd6e8f-6140-42b9-aa0b-77999a9aecc3,Ministry of Justice,Complementary courses of Luxembourg law,2020,2021
76bd6e8f-6140-42b9-aa0b-77999a9aecc3,Tartu Ülikool / University of Tartu,"Bachelor of Arts in Social Sciences, Law",2002,2005
76bd6e8f-6140-42b9-aa0b-77999a9aecc3,Tartu Ülikool / University of Tartu,"Master's Degree (Master of Arts), Law",2007,2009
76bd6e8f-6140-42b9-aa0b-77999a9aecc3,Universite de Lorraine,"Master´s Degree - 1st year (Maîtrise 1), European Legal Studies / Etudes Européennes - Spécialité Droit de la construction européen",2014,2015
76bd6e8f-6140-42b9-aa0b-77999a9aecc3,Universite de Lorraine,"Master's Degree - 2nd year (Maîtrise 2), European Legal Studies / Etudes Européennes - Spécialité Droit de la construction européen",2015,2016
76df187b-32a1-4a45-9db1-4990d6dbc812,University of Twente,"Doctor of Philosophy (Ph.D.), Biomechanical Engineering",2014,2019
76df187b-32a1-4a45-9db1-4990d6dbc812,Yeditepe University,"Bachelor's degree, Mechanical Engineering",2006,2010
76df187b-32a1-4a45-9db1-4990d6dbc812,Yeditepe University,"Master's degree, Mechanical Engineering",2010,2013
76e03814-27cd-4222-a389-5fc7d12f43b3,"University of California, San Diego - Rady School of Management",Master of Business Administration - MBA,2020,2022
76e03814-27cd-4222-a389-5fc7d12f43b3,University of Oregon,"Bachelor's Degree, Business Administration",2013,2017
76e0f953-573b-4d05-93b6-2238f8216c96,University of Phoenix,"Bachelor's degree, Business Administration and Management, General",2012,2016
76e6e0f7-c827-40db-a79d-569822840366,Bluffton University,"BA, Organizational Management",2007,2009
76eb35de-9a46-4fa9-b7ac-2a83bfaf1dca,ITT Technical Institute-West Covina,"A.S., Electrical and Electronics Engineering",1998,2000
76eb35de-9a46-4fa9-b7ac-2a83bfaf1dca,Univerity of Phoenix La Palma,"Bachelor's degree, Business Administration and Management, General",2013,
76ec583f-1311-4f68-89f6-97c9422bbb0e,Tufts University,"MEng, Infrastructure Engineering",2000,2001
76eddf6b-80d6-416f-a830-decf225778e7,California Polytechnic State University-San Luis Obispo,"Bachelor of Science - BS, Biomedical Engineering",2012,2016
76eddf6b-80d6-416f-a830-decf225778e7,California Polytechnic State University-San Luis Obispo,"Master of Science - MS, Biomedical Engineering",2016,2017
76eddf6b-80d6-416f-a830-decf225778e7,Menlo-Atherton High School,High School,2008,2012
76f3c744-accf-45bb-b86e-ca999b9b04d3,Bournemouth University,"Bachelor's degree, Advertising and Marketing Communications",2009,2013
76f6ede5-1ac6-43b6-b77b-ad7bc58f537a,Abudhabi Indian School,Senior Secondary School,1990,1994
76f6ede5-1ac6-43b6-b77b-ad7bc58f537a,Bharathiar University,"Bachelor of Engineering, Civil Engineering",1994,1998
76f6ede5-1ac6-43b6-b77b-ad7bc58f537a,Coimbatore Institute of Technology,"Master of Engineering, Civil Engineering",1999,2001
76f6ede5-1ac6-43b6-b77b-ad7bc58f537a,"National Association of Licensed Paralegals, UK","Diploma, Common Law & Procedural Law",2010,2011
76f6ede5-1ac6-43b6-b77b-ad7bc58f537a,University of London International Programmes,"Certificate of Higher education, Law",2018,2019
7702bb87-8b12-4fbd-b13c-7ce35087d4d4,Lebanon Valley College,"Bachelor of Arts - BA, Political Science and Government",2012,2016
7709c918-a25d-4eb6-833d-f887a32a709a,"University of California, Los Angeles","B.A., Communication Studies",1998,2002
7709c918-a25d-4eb6-833d-f887a32a709a,University of Southern California,"M.A., Journalism",2002,2004
7709e07c-5ebf-4b5e-934e-ffffc195740e,ACCA,"ACCA Charter, Accounting",2007,2011
7709e07c-5ebf-4b5e-934e-ffffc195740e,ACCA,"ACCA Charter, Accounting",2007,2011
7709e07c-5ebf-4b5e-934e-ffffc195740e,ACCA,"Diploma in International Financial Reporting (Dip. IFR), IFRS Financial reporting",2013,2013
7709e07c-5ebf-4b5e-934e-ffffc195740e,ACCA,"Diploma in International Financial Reporting (Dip. IFR), IFRS Financial reporting",2013,2013
7709e07c-5ebf-4b5e-934e-ffffc195740e,Giovanni Curmi Higher Secondary School,"Sixth Form, Accounting and Economics",2005,2007
7709e07c-5ebf-4b5e-934e-ffffc195740e,Giovanni Curmi Higher Secondary School,"Sixth Form, Accounting and Economics",2005,2007
7709e07c-5ebf-4b5e-934e-ffffc195740e,St. Edwards College,,1994 – 2005,
7709e07c-5ebf-4b5e-934e-ffffc195740e,St. Edwards College,,1994 – 2005,
7712ec70-b6d5-4bd4-a840-fe8f87e2d048,Heriot-Watt University,"Masters, Commercial Management and Quantity Surveying (MSc)",2009,2015
7712ec70-b6d5-4bd4-a840-fe8f87e2d048,Springs Technical High,"Matriculation, Afrikaans, English, Mathematics, Science, Biology, Technica Civil, Building Construction",1997,2001
7712ec70-b6d5-4bd4-a840-fe8f87e2d048,University of Melbourne,"Masters, Construction Law (MConstrLaw)",2016,2018
7712ec70-b6d5-4bd4-a840-fe8f87e2d048,University of Pretoria/Universiteit van Pretoria,"Bachelors, Quantity Surveying (BSc)",2002,2005
771cc4e3-7628-4796-8b47-18569cf96430,LSU Shreveport,"Master of Business Administration - MBA, Finance, General",2018,2019
771cc4e3-7628-4796-8b47-18569cf96430,San Diego State University,"Bachelor of Arts, Economics",2009,2011
772634ae-9934-4296-80f2-a07989659e7c,College of Charleston,"Biology, Pre-Med",2002,2004
772634ae-9934-4296-80f2-a07989659e7c,Nova Southeastern University,"Masters of Health Science, Anesthesiologist Assistant",2011,2013
772634ae-9934-4296-80f2-a07989659e7c,The University of Georgia,"BS, Biology, Pre-Med",2004,2006
7730ff8f-8f32-4619-b51d-20f4930ce695,Kaplan University,Bachelor of Applied Science (B.A.Sc.),2005,2010
773a6e58-37c1-4d63-8a2a-475b0410c0d8,Thunderbird School of Global Management,"International MBA, MBA, Chinese",1998,1999
773a6e58-37c1-4d63-8a2a-475b0410c0d8,Utah State University,"Bachelor of Arts (B.A.), Accounting",1995,1998
7749e35b-81e6-4ae0-83d4-1b7e9b79cf77,"QIS College of Engineering & Technology, Vengamukkapalem (Village), Pondur Road, Ongle(M),PIN-523 272.(CC-49)","Bachelor's degree, Mechanical Engineering",2011,2015
7749e35b-81e6-4ae0-83d4-1b7e9b79cf77,Texas State University,"Master's degree, Technology Management Concentrated in Manufacturing",2016,2018
774bcf42-5d3f-41ab-b434-7340871a9f3c,N. ILLINOIS UNIVERSITY—BUSINESS AND INDUSTRY SERVICES,Project Management Professional Program (PMP),,
774bcf42-5d3f-41ab-b434-7340871a9f3c,"University of California, San Diego","BA in Urban Planning, and Minors in Chinese Studies and Mathematics",1994,1998
775affb9-d4aa-486a-9ef9-dde628bbbca9,北里大学,"保健衛生学, 衛生学",1989,1993
77692012-5fe8-480d-8778-5a3ce002a7f2,DePaul University - Charles H. Kellstadt Graduate School of Business,"MBA, Entrepreneurship",,
77692012-5fe8-480d-8778-5a3ce002a7f2,"University of California, Los Angeles","Bachelor of Arts (BA), Communication Studies",,
776ad9bd-9246-487f-8ade-805ed43ebfc3,Miramar Community College,,1997 – 1997,
776ad9bd-9246-487f-8ade-805ed43ebfc3,Scripps Ranch High School,,1994 – 1996,
77703f8a-79e2-40c8-ad97-173391597fb1,Preuss School UCSD,,2008 – 2012,
77703f8a-79e2-40c8-ad97-173391597fb1,"University of California, Berkeley",Data Science,2019,2019
